,0
Model,LogisticRegression
train_acc,0.9997246154451395
test_acc,0.8898650267550515
train_prec,0.9997246555137024
test_prec,0.8886049724119676
train_rec,0.9997246154451395
test_rec,0.8898650267550515
train_f1,0.999724572761092
test_f1,0.8882907559767251
train_auc,0.9999997445174796
test_auc,0.9628941535716083
